Area,Plot no.,subplot Center/West/East,Day of inventory,Inventoried by,Registered by,Cut stumps within the area (Yes/No),Cut stumps species,Cut stumps diameter (cm),Tree no,Tree species,Tree diameter 130 cm above ground,% branches reaching ground,Stem=S/Branches=B/T=Total,stem with/without lichens (Yes/No),Branches with/without lichens (Yes/No),Absconditella lignicola,Acrocordia gemmata,Anaptychia ciliaris,Anisomeridium polypori,Arthonia vinosa,Scoliciosporum pruinosum,Bacidia arceutina,Bacidia beckhausii,Biatora efflorescens,Biatora helvola,Bryoria capillaris,Bryoria fuscescens,Bryoria implexa,Bryoria sp. length longest thallus (mm),Buellia griseovirens,Calicium glaucellum,Calicium parvum,Caloplaca cerina,Candelariella xanthostigma,Catillaria erysiboides,Catinaria atropurpurea,Chaenotheca chrysocephala,Chaenotheca ferruginea,Chaenotheca furfuracea,Chaenotheca trichialis,Cladonia arbuscula,Cladonia botrytes,Cladonia cenotea,Cladonia chlorophaea,Cladonia coniocraea,Cladonia cornuta,Cladonia deformis,Cladonia digitata,Cladonia floerkeana,Cladonia fimbriata,Cladonia macilenta,Cladonia pyxidata,Cladonia rangiferina,Cladonia sulphurina,Cladonia squamosa,Cladonia sp. phyllocladia PD+ red,Coenogonium pineti,Evernia prunastri,Fellhanera boutellei,Fuscidea arboricola,Graphis scripta,Gyalolechia flavorubescens ,Hypocenomyce scalaris,Hypogymnia farinacea,Hypogymnia physodes,Hypogymnia tubulosa,Imshauguia aleurites,Japewia subaurifera,Lecanora albellula,Lecanora carpinea,Lecanora chlarotera,Lecanora expallens,Lecanora hypoptella,Lecanora pulicaris,Lecanora sambuci,Lecanora subintricata,Lecanora subrugosa,Lecanora symmicta,Lecidea erythrophaea,Lecidea nylanderi ,Lecidea turgidula,Lecidella elaeochroma,Lepraria incana,Lepraria lobificans,Loxospora elatina,Melanelixia glabratula,Melanelixia subaurifera,Micarea denigrata,Micarea lignaria,Micarea melaena,Micarea misella,Micarea peliocarpa,Micarea prasina,Mycobilimbia epixanthoides,Mycoblastus alpinus ,Mycoblastus sanguinarius,Ochrolecia arborea,Ochrolechia androgyna,Ochrolechia microstictoides,Parmelia saxatilis,Parmelia sulcata,Parmeliopsis ambigua,Parmeliopsis hyperopta,Peltigera membranacea,Peltigera praetextata,Pertusaria amara,Pertusaria borealis,Phaeophyscia orbicularis,Phlyctis argena,Physcia adscendens,Physcia aipolia,Physcia tenella,P. adscendens/tenella,Physconia distorta,Placynthiella icmalea,Platismatia glauca,Polycauliona polycarpa,Pseudevernia furfuracea,Pseudoschismatomma rufescens,Pycnora sorophora,Ramalina farinacea,Ropalospora viridis/Fuscidea pusilla,Scoliciosporum chlorococcum,Scoliciosporum sarothamni,Stenocybe pullatula,Toniniopsis subincompta ,Trapeliopsis flexuosa,Trapeliopsis granulosa,Tuckermannopsis chlorophylla,Usnea dasypoga,Usnea hirta,Usnea sp. lenghth longest thallus (mm),Violella fucata,Vulpicida pinastri,Xanthoria parietina,Xylopsora friesii,Comments
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,12,Qr,16,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,13,Pa,23,30,B,,Yes,,,,,,,,,,,1,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,1,,1,,,1,1,,,,,,,1,,1,15,,1,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,14,Pa,22,80,B,,Yes,,,,,,,,,,,,1,,15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,,1,,1,26,1,1,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,15,Qr,12,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,16,Pt,20,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,17,Pt,11,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,18,Pa,13,30,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,19,Pa,12,20,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,1,,1,18,1,,,,
Söderlejde,26,Center,27/05/2018,GT,AT,No,,,20,Bp,17,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,1,Ps,23,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,2,Ps,18,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,3,Ps,21,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,4,Ps,24,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,5,Ps,25,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,6,Ps,22,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,7,Pa,12,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,8,Ps,14,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,9,Ps,21,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,10,Ps,11,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,11,Ps,16,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,12,Ps,22,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,13,Ps,27,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,14,Ps,26,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Hälsingdal,65,West,08/05/2018,GT,OH,Yes,Ps,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hälsingdal,67,Center,07/05/2018,GT,OH,Yes,Ps,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hälsingdal,67,Center,07/05/2018,GT,OH,Yes,Ps,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hälsingdal,67,Center,07/05/2018,GT,OH,Yes,Ps,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,1,Ps,23,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,2,Ps,18,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,3,Ps,21,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,4,Ps,24,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,5,Ps,25,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,6,Ps,22,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,7,Pa,12,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,8,Ps,14,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,9,Ps,21,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,10,Ps,11,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,11,Ps,16,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,12,Ps,22,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,13,Ps,27,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Söderlejde,29,East,27/05/2018,GT,AT,Yes,,,14,Ps,26,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,1,Ps,19,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,2,Ps,14,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,3,Ps,18,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,4,Ps,18,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,5,Ps,19,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,6,Pa,12,10,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,7,Ps,12,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,8,Ps,17,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,9,Ps,25,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,10,Ps,21,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,11,Ps,24,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,12,Ps,32,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,11,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,13,Ps,29,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,14,Ps,20,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,15,Ps,28,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,16,Ps,23,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,17,Ps,20,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,18,Ps,13,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,19,Ps,16,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,20,Ps,23,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,21,Ps,18,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,22,Ps,29,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,23,Ps,12,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,24,Ps,11,0,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,1,Ps,19,0,B,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,2,Ps,14,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,3,Ps,18,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,4,Ps,18,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,5,Ps,19,0,B,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Söderlejde,31,West,27/05/2018,GT,AT,No,,,6,Pa,12,10,B,,Yes,,,,,,,,,,,,,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,22,1,1,,,
